student_id,age_father,age_mother,edubg_father,edubg_mother,affiliation_father,affiliation_mother,family_income,is_only_child,live_on_campus,gathering_frequency_father,gathering_frequency_mother,family_traveling_times
6acd5ad78520ad3ec5a09b2c6b5fc4e9,45,40,Secondary School (Vocatioinal Route),Primary School,Private Enterprise,Unknown,0-100000,No,Yes,once every day,once every day,3,
d8000dd6941fe75aadb43fa7a2280497,40,39,Primary School,Secondary School (Academic Route (Junior)),Others,Unknown,100000-150000,Yes,No,once every day,once every day,3,
454186c8b25875cab06ad0e2da3450c9,42,43,Secondary School (Academic Route (Junior)),Primary School,Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every day,5,
db76c880c80b161ad186513ed0458111,42,41,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),State-owned Enterprise,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,6,
94c033a3632f813349d2d672f4356b58,38,38,Postgraduate,Postgraduate,Collective Enterprise,Collective Enterprise,200000-250000,Yes,No,once every day,once every day,2,
39ea096fa23f464abab7ba77cb54c7e4,39,36,Secondary School (Academic Route (Junior)),Higher National Diploma (part-time),Sole Trader,Sole Trader,200000-250000,No,No,once every day,once every day,2,
4b1541e38138699f216d9d12bddef4fc,41,38,Undergraduate (part-time),Undergraduate (part-time),State-owned Enterprise,State-owned Enterprise,0-100000,No,No,once every day,once every day,2,
67e367b81eac604dd7888a1465f3743c,38,38,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Collective Enterprise,Unknown,200000-250000,Yes,No,once every day,once every day,7,
f90e3555908bd5f9cb6447430d757366,45,41,Secondary School (Academic Route (Junior)),Higher National Diploma (part-time),Foreign-funded Enterprise,Unknown,0-100000,Yes,No,once every day,once every day,5,
d610bccd2e6db23643d7ffedde4c4417,40,38,Higher National Diploma (part-time),Secondary School (Academic Route (Senior)),Private Enterprise,Private Enterprise,100000-150000,No,No,once every day,once every day,22,
94eca8d330d8b921192952d9f0dff75d,37,37,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,100000-150000,No,No,once every day,once every day,5,
0184e58a0f21c8fd5b3163ca1a7b01d3,44,37,Undergraduate (full-time),Higher National Diploma (full-time),State-owned Enterprise,Sole Trader,100000-150000,Yes,No,once every day,once every day,2,
9903a0c454618ab2b0bd7532ddb6db27,53,33,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Unknown,Sole Trader,300000 and above,Yes,No,once every day,once every day,2,
52d9336306a7e7c09b6e42b5b34c55ea,38,38,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Unknown,Others,100000-150000,Yes,Yes,once every day,once every day,11,
18d029ae9e4266dbf51ecbbf07e7315b,53,47,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,150000-200000,No,Yes,once every day,once every day,1,
08f5fd0b2b74bd59d5e50380da4a0c53,47,37,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Unknown,Unknown,100000-150000,Yes,No,once more than a year,once more than a year,6,
7669d1280263ac9fad35b9dd5bad7a88,58,53,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Sole Trader,Unknown,300000 and above,No,No,once every day,once every day,0,
12506449f26f1a43818da3d6f1fdf1e7,46,45,Secondary School (Academic Route (Junior)),Primary School,Unknown,Unknown,150000-200000,No,No,once every day,once every day,3,
b0ace1d762c00937583d8a1561ef5a96,37,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,0-100000,Yes,Yes,once every week,once every week,3,
e38ab10edf7f1f308492f98434462108,41,39,Primary School,Primary School,Unknown,Unknown,0-100000,Yes,No,once more than a year,once every day,2,
d8b2321c0e9ae93ecf5e100f5becccb3,40,35,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Others,0-100000,Yes,No,once every day,once every day,4,
d206b4e687ef60f5f91e1ed3de4ce4ea,46,40,Secondary School (Academic Route (Senior)),Undergraduate (part-time),Public Sector,Public Sector,0-100000,Yes,No,once more than a year,once every day,2,
63c62ed9f00632a490c0e7298f075e8d,50,52,Primary School,Primary School,State-owned Enterprise,Unknown,0-100000,No,No,once every day,once every day,19,
ac0d0fd31e6d583cb4c313aceb470bfe,60,55,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),State-owned Enterprise,Collective Enterprise,0-100000,No,Yes,once every week,once every week,3,
74a9c9b87abae83efe55ac7ba516972a,45,41,Undergraduate (full-time),Undergraduate (full-time),Private Enterprise,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,2,
1ba44cf69981812bea566317dea23cf7,44,39,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,4,
119a0035f9da0398797d3b9ef6798e35,46,45,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,200000-250000,No,No,once every day,once every day,1,
aa3706e581947137d3be0c54dd42cf12,42,40,Higher National Diploma (part-time),Secondary School (Vocatioinal Route),Unknown,Unknown,100000-150000,Yes,No,once every day,once every day,200,
5a130f75f684cf2e465970f1c6a1e482,41,38,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Public Sector,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,4,
4ffbdd92604cd6435fb57800efa46529,36,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Collective Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,6,
97219aeb24195da6f665d1b25fcbb50d,41,42,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,100000-150000,Yes,No,once every day,once every day,2,
4f32a599d99a71ddad41022b4e27e60a,44,43,Higher National Diploma (part-time),Secondary School (Academic Route (Senior)),Public Sector,Private Enterprise,0-100000,No,No,once every day,once every day,1,
fdf6de1079bc17d85e9638b5c25d31bf,42,40,Undergraduate (full-time),Secondary School (Academic Route (Senior)),Private Enterprise,Unknown,100000-150000,Yes,No,once every day,once every six months,5,
9c8426a6c06a68b3da75c58aa5bbf43e,40,39,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,No,No,once every day,once every day,2,
5144fa886c64600ceef50c9236665616,37,36,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,3,
8be4da4909fe053a7e46130f0b915ecb,37,37,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Unknown,250000-300000,Yes,No,once every day,once every day,2,
fe5ec2eab70e95ed41c5c36ed8c24df7,43,40,Higher National Diploma (part-time),Higher National Diploma (full-time),Private Enterprise,Sole Trader,100000-150000,Yes,No,once every day,once every day,1,
7e2102904ef48ba0086e32546d6ae7a7,50,40,Primary School,Primary School,Unknown,Unknown,100000-150000,Yes,No,once every day,once every week,2,
3f5636841f8127d3c04fc8e425719e84,40,39,Undergraduate (full-time),Undergraduate (part-time),Public Sector,Public Sector,200000-250000,Yes,No,once every month,once every day,2,
cea4e6aff709fe8a99ff2d803cde3930,39,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every day,2,
3fd32647752fe5d273b6482c6a4e50cc,38,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Public Sector,Private Enterprise,0-100000,Yes,No,once every day,once every day,6,
0901b5e7d10aa1a83a57ce6210a6b9da,41,39,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,100000-150000,Yes,No,once every day,once every day,6,
e2cae719b31e5f39f4e796403bfc1cbb,38,36,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Collective Enterprise,Collective Enterprise,0-100000,Yes,Yes,once every day,once every day,4,
b15368beb88e82a9dd7b13447c7b782d,40,38,Secondary School (Vocatioinal Route),Undergraduate (part-time),State-owned Enterprise,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,2,
83ec61ce4865ccc03df70ecce15c5f7b,49,50,Secondary School (Academic Route (Junior)),Unschooled,Sole Trader,Others,0-100000,No,No,once every day,once every day,1,
564fce686308049fe050530004b5d0e9,44,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,2,
c33d7f4e73d02c6187be5df9879bdd53,39,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Foreign-funded Enterprise,Sole Trader,150000-200000,Yes,No,once every week,once every day,6,
5ea25fb2e58f18b379dcc3247d1f2107,46,43,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Unknown,Sole Trader,150000-200000,Yes,No,once every week,once every day,2,
6163e4ce6901757724cc0c5befe41ee6,50,42,Higher National Diploma (part-time),Higher National Diploma (full-time),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,4,
f7bfe0152a5a0b18879d1ad431e33d86,38,39,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,250000-300000,No,No,once every day,once every day,4,
18f22f528fc477e00e85d9a4a0888b0f,30,31,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,100000-150000,No,No,once every day,once every day,5,
3aae24b5e7418e7213a409d03d8297c9,36,35,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,1,
3ada2ce8f179f34bbc9339b70048ad35,39,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,200000-250000,No,No,once every day,once every day,0,
181d07efbcc087e7475e297454dc74f5,41,43,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every day,3,
7fc4ef205760b6e4da941d21f36f8467,47,45,Undergraduate (part-time),Undergraduate (part-time),Public Sector,Others,200000-250000,Yes,No,once every week,once every day,0,
d9deec5c85029ab3d26ff088a7d69595,36,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every month,once every day,1,
910885e760e054af378b7c35def5d627,45,44,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every day,3,
a84b67b7b0bb12e56d9639f09513386d,48,39,Higher National Diploma (part-time),Secondary School (Academic Route (Senior)),Others,Public Sector,0-100000,Yes,No,once every day,once every day,3,
db1b0a68bd12892e07689341053bced1,41,38,Higher National Diploma (part-time),Secondary School (Academic Route (Junior)),Public Sector,Collective Enterprise,0-100000,Yes,No,once every day,once every day,3,
eb704680d5ebe8f7d72c2aaa8ebc5be7,36,35,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Collective Enterprise,Unknown,300000 and above,No,No,once every day,once every day,2,
b98c3935c570928cca5af4e0ba6bcea7,39,42,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,300000 and above,No,No,once every day,once every day,5,
04797c7d153f92722961d8de639a6f0e,40,38,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every week,once every week,2,
b8088e746a8bfd5fb5c790cce2e664a0,40,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,150000-200000,Yes,No,once every day,once every day,10,
76453c945ff0d9bdd0e27a6220bb1925,41,38,Higher National Diploma (part-time),Higher National Diploma (part-time),Public Sector,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,5,
a8150d641b75d0f58bee27da4399883c,45,43,Primary School,Unschooled,Private Enterprise,Unknown,0-100000,No,No,once every day,once every day,6,
75d605d9209a1daf7831e66e79633a6b,45,42,Undergraduate (part-time),Undergraduate (part-time),State-owned Enterprise,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,6,
7fce45f8d233f8d1e36ffb90ed36c7b0,41,37,Secondary School (Academic Route (Junior)),Higher National Diploma (part-time),Others,Foreign-funded Enterprise,0-100000,No,No,once every day,once every day,2,
2c43847bba148ce74376a64f260b1d19,43,39,Postgraduate,Undergraduate (full-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,4,
384d9349fff91ea81f17e5e5a571a8e3,37,37,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),State-owned Enterprise,State-owned Enterprise,200000-250000,Yes,No,once every day,once every day,4,
d546a1a2ca27daea93370802cad061b4,40,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,1,
c91e606e552e7e375c0712a1d202c875,39,39,Undergraduate (full-time),Higher National Diploma (full-time),Private Enterprise,Private Enterprise,200000-250000,Yes,No,once every day,once every day,5,
b4cadb4b7c88a51ee39dc31fb1433330,38,38,Secondary School (Vocatioinal Route),Undergraduate (part-time),Public Sector,Public Sector,150000-200000,No,No,once every day,once every day,3,
806f2c4797111b2cacf4742e5b9a9f15,44,40,Higher National Diploma (part-time),Secondary School (Vocatioinal Route),Private Enterprise,Public Sector,200000-250000,Yes,No,once every day,once every day,3,
9a6ae344b86f65399db2f9d7f4af9871,41,41,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Sole Trader,Public Sector,100000-150000,Yes,No,once every day,once every day,8,
918d25b6ad2fc559f05c9c938333cffd,40,37,Undergraduate (part-time),Higher National Diploma (full-time),Unknown,Public Sector,100000-150000,No,No,once every day,once every day,2,
fb579fe84e9e1c862092c35e1738684a,37,37,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),State-owned Enterprise,Public Sector,100000-150000,Yes,No,once every day,once every day,2,
0ffed6227429d5b75e44b20e1616b12f,39,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,7,
3958c2cb0123701545ec33b732f399d3,39,39,Undergraduate (full-time),Secondary School (Vocatioinal Route),Public Sector,Sole Trader,300000 and above,Yes,No,once every day,once every day,3,
f444d24b92bc6694697d93714a3a6411,47,36,Higher National Diploma (part-time),Higher National Diploma (part-time),Private Enterprise,Sole Trader,150000-200000,Yes,No,once every day,once every day,3,
175804cd87278a8c1ea6631ba8fdc076,39,37,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,300000 and above,No,No,once every day,once every day,3,
0bccdd84f03ef21fee2b23eb1730d84e,40,40,Postgraduate,Postgraduate,Public Sector,Private Enterprise,200000-250000,Yes,No,once every day,once every day,3,
6ba5c6a0389958c32f463c7425f61aae,43,42,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,2,
f5da08947e9e28949b97b2a30cc25ca0,38,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every day,9,
09644b5d06f0b78b48c4bbbacfe64e3f,40,35,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,2,
34228ad1698d61154bbfe93433145885,40,40,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),State-owned Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,3,
fd362ef2d51fdde2c3ae86037ff49b13,40,35,Secondary School (Academic Route (Junior)),Primary School,Others,Others,0-100000,Yes,No,once every day,once every day,3,
11c7872626447fc938327d394b367d06,42,37,Undergraduate (full-time),Undergraduate (part-time),Foreign-funded Enterprise,Private Enterprise,300000 and above,Yes,No,once every day,once every day,2,
ce92ad24f704cde85c73db19f1d018bf,40,38,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,11,
cce1759265441d822e8a73e428d9c22f,40,38,Undergraduate (part-time),Undergraduate (part-time),State-owned Enterprise,Public Sector,100000-150000,Yes,No,once every day,once every day,3,
3e5fb4a628e9fcb34f0899a400c81672,40,38,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,4,
4a1b2d156761a6ee12c51d501e04cf66,38,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,7,
aa65e5db45c5287962c4e199bec136d2,40,38,Higher National Diploma (part-time),Higher National Diploma (full-time),State-owned Enterprise,Private Enterprise,100000-150000,Yes,No,once every week,once every day,21,
2f8864d672aad004b81a10ae76f2c603,40,45,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,150000-200000,No,No,once every day,once every day,1,
23445e616950e79ceaa79d989ba5a117,39,38,Primary School,Primary School,Public Sector,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,3,
21d38316f233c0e4fe3be51f862370d3,40,40,Undergraduate (full-time),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,9,
d6730f45cd9d04b2bd5873b9a76270d2,43,41,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Unknown,0-100000,No,No,once every day,once every day,2,
cb7fe22ff53ff53e5cc838c27388d430,41,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Unknown,150000-200000,No,No,once every day,once every day,5,
d5237ac6d3118339094f6925eb125b7c,46,36,Primary School,Secondary School (Academic Route (Junior)),Others,Others,0-100000,Yes,No,once every day,once every day,1,
979f4110fd59b6a59d9f0c91db48d0ed,42,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Unknown,0-100000,Yes,Yes,once every day,once every day,0,
0b5b44ab24684f3dc02f8fe0df8ba517,33,32,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,3,
67eee24d8de0fdd91694ec472188b852,40,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,4,
3d6cae941bfd88340c3b54615f2c9118,42,40,Secondary School (Academic Route (Junior)),Primary School,Unknown,Unknown,100000-150000,No,No,once every day,once every day,0,
48e24bf4ea28dd4c59da0a1c8555b78a,39,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Private Enterprise,Unknown,0-100000,Yes,Yes,once every day,once every day,5,
337659fd5a28dc4cba01648c440e4aa9,40,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Unknown,Unknown,150000-200000,No,No,once every day,once every day,2,
55ea7fa2a3267adb7e30fe505607e337,45,45,Postgraduate,Postgraduate,Sole Trader,Sole Trader,300000 and above,Yes,No,once every day,once every day,5,
8a771028d58ed7e681af2bf113d14b9b,36,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Collective Enterprise,150000-200000,No,No,once every day,once every day,3,
dd283cd99cadcc0389b75ea6217b5983,40,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Collective Enterprise,Others,100000-150000,No,No,once every day,once every day,2,
9b234d413fca01e68eea8da621a9182f,63,42,Primary School,Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,0,
f00584d9ea5ae52cff0bda62e24504c1,40,38,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,2,
6be3ed3e8940e46870b48bbad69da24c,38,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,2,
a0c77e061bfa157b7bd3cbe0e7fa586d,49,48,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,No,No,once every month,once every six months,5,
da7a5d8d150c6c3123c1da67f066f0b3,40,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Sole Trader,300000 and above,No,Yes,once every week,once every day,4,
a596f306fe8ad035413bc8f5f16585e6,37,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Collective Enterprise,Collective Enterprise,150000-200000,No,No,once every day,once every day,12,
9ab6725ccb0a717d8b920edb922a33da,43,41,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,5,
7279c90cfbdf9c785c31bf3b12866c34,40,37,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,3,
444abb3c0d20a1a17b058b17c988f648,36,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,150000-200000,Yes,No,once every day,once every day,4,
cbae9734801aa493bc363aaff3958aec,40,40,Higher National Diploma (full-time),Higher National Diploma (full-time),Public Sector,Public Sector,150000-200000,No,No,once every six months,once every day,1,
5da9990674e856255e963583ebcf71bc,38,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every day,1,
01faad069df4893bb60f38b002cf4757,42,41,Undergraduate (full-time),Secondary School (Academic Route (Senior)),Public Sector,Private Enterprise,100000-150000,Yes,No,once every month,once every day,3,
22d363b3077cca2131783f252bf1eaa3,39,39,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,150000-200000,No,No,once every day,once every day,3,
69eae9e4a47f6880fe369cd352ab0790,47,41,Undergraduate (part-time),Higher National Diploma (part-time),Private Enterprise,Sole Trader,300000 and above,Yes,No,once every month,once every day,5,
08b8f145ed9a02dfb25c9f419afe6265,34,35,Higher National Diploma (part-time),Primary School,Unknown,Unknown,0-100000,Yes,No,once every day,once every day,4,
8e3dab4a5294c27d8249e669d5e15259,45,42,Undergraduate (full-time),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,100000-150000,Yes,No,once every six months,once every day,3,
61cb93c3a22329631c525b4d9d9cb85c,42,41,Undergraduate (part-time),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,150000-200000,Yes,No,once every day,once every day,2,
1ba5a36d4c962023bb135a5319084ace,40,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Unknown,0-100000,No,Yes,once every day,once every day,0,
de87eb63f2e665545524df4e7ed29121,37,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every day,2,
ca91e6a3d8d985caf9c09e8ca7388afa,43,43,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Sole Trader,0-100000,Yes,No,once every day,once every day,1,
fbf3df4fda2748234c29db51baa793d9,39,38,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Others,Private Enterprise,0-100000,Yes,No,once every day,once every day,2,
945c34398467e6fbb28e646b2238e22a,45,42,Higher National Diploma (part-time),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,300000 and above,Yes,No,once every day,once every day,4,
6933b6f035491d6539ac7f97e77d0cfb,33,34,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,3,
923a87b5533a87d6eeefb9933458c366,37,38,Secondary School (Vocatioinal Route),Undergraduate (part-time),Others,Public Sector,0-100000,Yes,No,once every month,once every day,2,
7e2ef9d10d1482db6faaa5b0a31683d8,36,32,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,0-100000,Yes,Yes,once every day,once every day,16,
b2b9e056700c8ef9a9fb47824e6ec928,37,36,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Unknown,Unknown,0-100000,No,No,once every day,once every day,0,
8d98865e3ff5a8197d860f05e7f07334,36,36,Undergraduate (full-time),Postgraduate,Collective Enterprise,Public Sector,100000-150000,Yes,Yes,once every day,once every day,5,
0285f5659cd66b804bc4f201755a67bc,36,37,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Sole Trader,Private Enterprise,0-100000,No,No,once every day,once every day,1,
9dbc0fa5a4c4f724aaecbf1691059589,39,38,Secondary School (Vocatioinal Route),Undergraduate (part-time),Private Enterprise,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,3,
9de0fd4b51b12e7ca05ea273821e9aa9,38,38,Higher National Diploma (full-time),Higher National Diploma (full-time),State-owned Enterprise,Private Enterprise,300000 and above,Yes,No,once every day,once every day,3,
a810f3dde82d937d69a650c97018ba53,42,40,Higher National Diploma (full-time),Secondary School (Academic Route (Senior)),Sole Trader,Unknown,150000-200000,No,No,once every day,once more than a year,21,
2f537bb9013f538c2a854546d1de1571,36,39,Undergraduate (part-time),Undergraduate (part-time),Unknown,Unknown,100000-150000,No,No,once every day,once every day,1,
070efa8715451a3b39031392a3aab360,34,35,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,3,
ad8a78b2e0c34c7fd407389ac4ae35c2,35,33,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Sole Trader,Public Sector,0-100000,Yes,No,once every day,once every day,4,
362e42e60e4e33cbc57f2a8e08ba58ef,43,33,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every day,0,
8c08d2190970e4b658702183c99a63ec,35,37,Undergraduate (part-time),Undergraduate (part-time),Sole Trader,Unknown,300000 and above,No,No,once every day,once every day,3,
1468b70db5ca35d16664fb40c4518707,40,45,Undergraduate (part-time),Secondary School (Academic Route (Senior)),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,2,
548a918c4c149af6adefe24289e76989,38,34,Secondary School (Academic Route (Junior)),Higher National Diploma (part-time),Sole Trader,Sole Trader,300000 and above,Yes,No,once every day,once every day,3,
1ee64b5ea66e9a1f22305aca2e621f90,45,43,Secondary School (Academic Route (Junior)),Higher National Diploma (part-time),Sole Trader,State-owned Enterprise,0-100000,No,No,once every day,once every day,2,
9b95be62ce5c9d8c3829906dbb234b93,43,42,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Sole Trader,0-100000,Yes,No,once every day,once every day,1,
a5bb6daefa1bdde177f15530cbd645bd,48,45,Undergraduate (part-time),Undergraduate (part-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,3,
abc850a9453303f6006258707ffa4da0,43,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Others,0-100000,No,No,once every day,once every day,0,
6d947945a28a2980dac4639e158823c6,42,41,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,200000-250000,No,No,once every week,once every day,4,
2b2c43a4c2bcebb19224670a0a59bb80,45,43,Primary School,Secondary School (Academic Route (Junior)),Unknown,Unknown,100000-150000,Yes,No,once more than a year,once every day,1,
6e22f2a4eea0409248d302745a004a97,36,36,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Private Enterprise,300000 and above,Yes,No,once every day,once every day,13,
5ad1c071ea9774defd63e8039bea3943,38,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Collective Enterprise,Public Sector,100000-150000,Yes,Yes,once every week,once every week,2,
